"","assignmentid","workerid","amount"
"557","3VNL7UK1XFKZ9OHJ6IZJZHBIOVVFTO","AZ726STB641P",0.5
"558","3VNL7UK1XFKZ9OHJ6IZJZHBIOVWFTP","A3DXLUNUMAHX35",0.5
"559","3X65QVEQI0O4NZP4677R5KGYX4KLCH","A1163RE3ETNMPR",0.5
"560","3XXU1SWE8MW3XO3KX0PH15YMU550A6","AXEXQBM7B2QT9",0.5
"561","3Y54SXRO1LMOS6E917UILHCLYIETU5","A2ROYRYXZR9QHF",0.5
"562","3Y9N9SS8LYCXCN5T0XY2T44ZIJID3A","AEW0U822BST2P",0.5
"563","3Z7ISHFUH0WMGLGV4WIVBDVDMOE8ZS","A1199V7PJNAL0O",0.5
"564","3ZGVPD4G6TI5E58J7UTQ29R002AZTL","A2QFZ2524HID2B",0.5
"565","3ZPBJO59KP2C6VCSFIN4XY591OODH5","A21QMMJHOSG779",0.5
"566","3ZY8KE4ISJ4BD5BHPTASCY3HSHOVQG","A2F1AA15HG0FRU",0.5
"567","31QNSG6A5RU3WBAPL1QCKT2EDZN87V","A5WWHKD82I8UE",0.5
"568","32AT8R96GLAND61UC7PSBCGZX55USZ","A37BSAP280VMJH",0.5
"569","32SVAV9L3FAZEG2HGN7033WTYMCA39","A23273YME4RCEB",0.5
"570","33FOTY3KEMMRXSL0DXP8L57K06A1C3","A3T3WRVSK1N2PR",0.5
"571","33IZTU6J812FUAVPHC0FVJF3RMKXSQ","A150MDVC0C92OT",0.5
"572","33UKMF9319L9STZK1248GLQJG94TTM","A1M24593XO5Z3C",0.5
"573","340UGXU9DY235YIY62UXMZ06W88VUC","A1H6MDDUURAYA8",0.5
"574","34BBWHLWHACBBWN32VAFPYV99O3WIZ","A2C3DMPRMJD80J",0.5
"575","36TFCYNS44BQ41H96IOGR581IBYXH0","A3RI9RLBGPG2B6",0.5
"576","36WLNQG78ZB77ON6BLOSH5KW7SIEBS","A24S88M3V639ZA",0.5
"577","37TRT2X24QSFI49YPMZJELXOC0OJBS","A3TZXIF091C161",0.5
"578","392CY0QWG1SZ2U4JSP4WU6CIPU6I4Z","A3GT8OGGK4Y8Z",0.5
"579","3DBQWDE4Y6Z9CEJA3A0Y46EDBOFN57","A87PV9R9JDDYK",0.5
"580","3DIP6YHAPCTO5QPZ894IQ3UVZN8E86","A11QHDJAVBERI7",0.5
"581","3F1567XTNW6DGYYEMS5WKGEK2V59QR","AYW6H3GAHFDRG",0.5
"582","3FQ5JJ512LPCUX4DAX446VXV8EWKNB","AK3LQ63P2SCGH",0.5
"583","3JBT3HLQF837MDFCQDK6XZQ3C3LPZB","A2NLTA88JTRKHV",0.5
"584","3JCG6DTRV3RJ8XF03UGI6B49CWEQQ1","A1F7K6VHXXB82R",0.5
"585","3K4J6M3CXEU08SE5B2EKMXL22RXAGX","ACPZV9VCD8WZN",0.5
"586","3KMS4QQVK2R065RWC9LRYQOM6P1KFZ","A3H3EOO4F0WKAD",0.5
"587","3KYQYYSHYV8MYCYFJVIUH72AEFNOD0","A6DSEH12PFIOQ",0.5
"588","3LRKMWOKB5IBU6E6OF9U1MIA1SF2ZL","ADGDDNXMSOGBV",0.5
"589","3OHYZ19UGC6O05V3ZLRSR6U4TC7OAF","A3CXPP4EGCE973",0.5
"590","3OLF68YTN92UUSIA0I824CLQ1B4AF3","A2QZCU6WAWQTYE",0.5
"591","3PM8NZGV8YH3HUGCP8BA0J029YTQXO","AMLZT92RF3MYY",0.5
"592","3R0T90IZ1SDO17B3VGABSSBQ2T4GCP","A827A0PSD3R10",0.5
"593","3TR2532VIPV9CSS3TVIB35BWYZEJ68","A1R46N3GC6AF75",0.5
"594","3VZLGYJEYLBCVMH3C4UNRCC6E16ZXJ","ATFIP7FLYDX3V",0.5
"595","3WMINLGALB4NRGY09GI1W60N4YXCAF","AMNWFU79BWZ5F",0.5
"596","3XCC1ODXDLCJKYU0G95IB1EE8IVRQI","A3GM6YFH8E7YB8",0.5
"597","3XLBSAQ9Z4DIG7BCURQPXDZIC8AZ77","A3OLRWACCCCUTU",0.5
"598","3Z9WI9EOZZPKK1I27Z9R1B0ZM3VHK9","A3W341JMZSKATX",0.5
"599","3ZY8KE4ISJ4BD5BHPTASCY3HTNLVQQ","A3DPXCRMR0II7S",0.5
"600","345LHZDEDXTJTPGFMSOR348N5Q83UK","A3JWOB5IEJCDZC",0.5
"601","37WLF8U1WPR4NCYLBGIN4KB9DS86KW","A3T7O83FKQ2ET7",0.5
"602","3AAJC4I4FGTB02CEV0FM034R37WZJ8","A16NUUO02XX0N9",0.5
"603","3G2UL9A02DFGSXR1SMTE0F6N78D76W","A1GB6B723QPJZJ",0.5
"604","3GDTJDAPVUCMHEHCP7S13BZ48QX8MP","A252ER3CLCEMG0",0.5
"605","3KYQYYSHYV8MYCYFJVIUH72AEHEODV","A3IN9YBTU78SBS",0.5
"606","3QRYMNZ7FYIBXGU046IW7MKRRU7NTA","A183BXKTSGWVJE",0.5
"607","3R9WASFE2ZHVV0QICAO1L5CZAZGFZK","A3B9OZQTE4US3T",0.5
"608","3TXD01ZLD4I4BLZJM6TAD90TJQ3U4V","A3NFGEUZAH9V5G",0.5
"609","3UNH76FOCS61WK8U2BQV2ON615AMYR","A2TDEX0T7XEPLU",0.5
"610","3VE8AYVF8MYGB4PV3KOO8LFVBR7F8F","A1EG4DWTRISH7X",0.5
"611","3W8CV64QJ20035ZB32I2B2MJBAWH9U","A1PUSSRD8P5HHH",0.5
"612","3Y5140Z9DXHLRNQ2Q9WKX4NDGRIPIF","A3191G66DZEGEB",0.5
